flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,cluster_label
-0.035095107,-0.19525805,-0.36258814,-0.13408336,-0.10203816,-0.0720714,0.005067628,-0.2809617,-0.4380704,-0.32392627,-0.3011871,-0.3721183,-0.016736709,-0.0033535734,-0.33070546,-0.5047623,-0.30269715,-0.09245826,-0.12110327,-0.24168962,-0.25805676,-0.011353399,0.009008511,-0.005131688,-0.0288958,0.011865383,0.8775879,-0.523763,0.008583658,-0.021707872,-0.44294724,0.010595191,0.013199603,-0.27606213,-0.2907073,-0.2457663,-0.2730546,-0.22917707,-0.30204016,-0.016757745,-0.012743848,-0.32146978,-0.20373195,-0.08244471,-0.40156454,-0.009717558,2
-0.0065340996,-0.19483334,-0.33507872,-0.1096244,-0.10058346,-0.056667473,0.02960032,-0.27222595,1.9470596,-0.311543,-0.31885165,-0.3846611,-0.024348818,-0.0012387112,-0.30985025,0.9752468,-0.3189482,-0.12062265,-0.08750823,-0.22377017,-0.26144445,-0.027510159,0.0009630341,-0.033152524,-0.026911845,0.008184673,0.85069585,-0.55677325,0.026211422,-0.019435266,-0.43265486,0.0009710267,0.022464976,-0.28394625,-0.26803502,-0.26979917,-0.26418123,-0.17143703,-0.30606687,-0.014101073,-0.016956152,-0.34698838,-0.22756846,-0.07851753,0.13370147,-0.016598301,6
-0.10999273,-0.24224168,0.7340795,-0.06874159,3.107173,3.2141976,-0.043054193,-0.29993153,-0.4630965,-0.39055485,-0.29915303,-0.3405458,-0.024933474,-0.03285017,-0.47390664,-0.686674,-0.23592418,-0.09100407,-0.077256545,-0.25038606,-0.2246876,0.010011152,-0.024661716,-0.08696051,0.01111809,-0.029440299,-1.1636769,1.8251046,0.04362846,0.04338295,-0.44704783,-0.023115057,0.057628743,-0.2540045,-0.27817762,-0.25020027,-0.2844273,-0.26189858,-0.35333443,0.045379914,0.033887178,-0.46435723,-0.17862207,-0.06783593,0.2513302,-0.02539279,2
-0.013953444,-0.18770373,-0.33076587,-0.14249358,-0.11033876,-0.058550376,0.022013418,-0.2736234,1.9477452,-0.3262735,-0.30765784,-0.39097905,-0.017290704,-0.0012235753,-0.30883074,0.9955096,-0.30472618,-0.11081349,-0.10028588,-0.2243655,-0.25968966,-0.020584956,0.0034554778,-0.024221448,-0.017849073,0.0050385296,0.8624607,-0.54476917,0.020469133,-0.023452487,-0.43909642,0.006244812,0.01679546,-0.27479362,-0.27478117,-0.2721781,-0.26894212,-0.19379412,-0.3027906,-0.014473252,-0.014355073,-0.34644958,-0.22725628,-0.07176994,-0.42769486,-0.015370482,13
-0.010540646,-0.18588021,-0.30745322,-0.14207514,-0.13608103,-0.062269825,0.01750056,-0.26965186,1.9709197,-0.32367373,-0.30103904,-0.38031313,-0.0115192495,-0.008247538,-0.31018203,2.138731,-0.29349712,-0.1107599,-0.10543725,-0.23427731,-0.27906403,-0.0117431525,0.0040614577,-0.020022409,-0.03198283,0.010568341,0.8669976,-0.54750603,0.026200674,-0.0324597,-0.44030523,-0.0023881719,0.022808276,-0.26565665,-0.2700193,-0.2770911,-0.26750466,-0.19764209,-0.27568173,-0.019125933,-0.017412847,-0.36930406,-0.22573796,-0.07593521,-0.40469092,-0.01283074,8
-0.029590402,-0.16782886,0.9022818,-0.050363127,-0.05595667,-0.023141064,0.01402386,-0.3157906,-0.5316738,-0.35128236,-0.32377276,-0.39622313,0.001958225,-0.0067514107,-0.31893826,-0.54120934,-0.27658322,-0.09127994,-0.110941544,-0.23103485,-0.25412345,-0.020533007,-0.010142365,-0.00992725,-0.01152634,-0.013786877,-1.2576494,2.0364387,0.019346327,-0.00933619,-0.45066878,0.0021787174,0.040184718,-0.31059438,-0.34372425,-0.26535,-0.33320194,-0.15682064,-0.3147011,0.0017045643,-0.0009979643,-0.40370643,-0.14383286,-0.07479353,0.3774382,-0.01081264,9
-0.042452198,-0.16860518,0.85939145,-0.11673445,0.07024164,0.112090856,0.012031871,-0.29921103,-0.49342164,-0.34915292,-0.30119914,-0.36575907,0.004938556,0.0001556836,-0.3363066,-0.541623,-0.26575935,-0.09196432,-0.10799217,-0.2176629,-0.2376894,-0.01838189,-0.0050589927,-0.008403286,-0.016440209,-0.012159053,-1.1953812,1.9633945,0.018437443,-0.002317328,-0.445153,-0.0058282726,0.041203853,-0.31159317,-0.35226375,-0.2461966,-0.3220542,-0.18593496,-0.31852335,0.0063182935,0.01094453,-0.43627,-0.16954014,-0.08071286,-0.44304883,0.0016678041,11
-0.036055222,-0.16892725,0.8873639,-0.080286995,-0.04592225,-0.013113959,0.01023516,-0.30408892,-0.5121923,-0.3465141,-0.31712234,-0.38020086,0.002934454,-0.0017954558,-0.32392496,-0.54168904,-0.2745909,-0.090881735,-0.11396289,-0.2294983,-0.2514291,-0.015105446,-0.0062543205,-0.009450663,-0.017123833,-0.011595316,-1.2449242,2.0166087,0.018444281,-0.0081202965,-0.44607127,-0.00022170693,0.043974686,-0.3133792,-0.3400048,-0.2593888,-0.32921845,-0.17605698,-0.313349,0.0038191658,0.0037142858,-0.40594238,-0.15870231,-0.0797963,0.06884344,-0.004353377,2
-0.036343284,-0.17002246,0.87111706,-0.14859863,-0.03964794,0.0005224012,0.010878292,-0.29821163,-0.48997676,-0.34509295,-0.30146962,-0.37142104,0.00615298,0.0033752806,-0.33450872,-0.54887354,-0.26682693,-0.09206411,-0.116571024,-0.22954449,-0.24495211,-0.013711624,-0.0036983546,-0.00621463,-0.015578442,-0.011241882,-1.2092271,1.9860257,0.017925203,-0.0077518485,-0.44393003,-0.0060977004,0.042758603,-0.31303132,-0.35461894,-0.2488719,-0.3217662,-0.18608493,-0.3135749,0.004977552,0.0064130034,-0.43202198,-0.17499791,-0.08429752,-0.49066687,0.005654242,11
-0.019188529,-0.18533531,-0.3328072,-0.15733811,-0.12242914,-0.065549225,0.01356736,-0.27928472,1.974756,-0.33429193,-0.30885762,-0.39180425,-0.015323667,-0.0038982164,-0.31033593,1.0573769,-0.29462504,-0.11054738,-0.11055842,-0.23613699,-0.2551249,-0.0130482195,0.0075618094,-0.021757027,-0.016971258,0.004670216,0.88696325,-0.54905653,0.021984423,-0.027256798,-0.44435626,0.00592009,0.019222956,-0.2714425,-0.28085303,-0.27124983,-0.27547547,-0.200086,-0.29442513,-0.011637038,-0.012861369,-0.35675958,-0.22302751,-0.06983375,-0.43049157,-0.011704604,13
-0.026239414,-0.1844984,-0.3037209,-0.054146882,-0.11955736,-0.0799675,0.03524754,-0.2986855,1.997609,-0.32034457,-0.30631953,-0.3955651,-0.012026507,-0.006949138,-0.29028496,1.464724,-0.19125837,-0.14008394,-0.1062337,-0.2664597,-0.25199234,-0.0056556165,0.011641915,-0.01901598,-0.018913222,0.0016544703,0.8878431,-0.56442285,0.024239559,-0.033606,-0.41719943,0.00050444156,0.036376473,-0.28511667,-0.28611982,-0.28788477,-0.27526647,-0.18914665,-0.28424123,-0.010692928,-0.023708684,-0.32513285,-0.17775905,-0.06592512,0.45524287,-0.00812795,2
-0.03767985,-0.16018954,0.86090475,-0.14797029,-0.04986114,-0.016658697,0.00813338,-0.29218662,-0.48555312,-0.34111643,-0.306154,-0.36911857,0.0032207202,0.0006143786,-0.3279631,-0.5377486,-0.26756382,-0.08964525,-0.11558819,-0.22750795,-0.2475279,-0.010549589,-0.003484828,-0.0067814924,-0.017727349,-0.009813649,-1.1988558,1.966439,0.017382633,-0.008497298,-0.43882173,-0.00091367215,0.0417008,-0.3094597,-0.339809,-0.24484451,-0.31784642,-0.1907729,-0.3083888,0.007601483,0.0043530613,-0.408796,-0.175551,-0.08119419,-0.46891618,0.005289424,11
-0.031614363,-0.18731272,-0.3579482,-0.10068041,-0.09724842,-0.045484304,0.002749486,-0.2530336,-0.44338822,-0.3229736,-0.27988076,-0.36694127,-0.014195321,-0.005230749,-0.31926143,-0.4991369,-0.28188202,-0.1010397,-0.10839039,-0.2388913,-0.26486632,-0.020988759,0.0104392925,-0.004779339,-0.04676794,0.023796735,0.8339742,-0.49581778,0.012723711,-0.026871728,-0.42193115,0.012686364,0.014194388,-0.27894694,-0.28467214,-0.22242513,-0.27377757,-0.20993999,-0.30477604,-0.01232739,-0.008316659,-0.32403085,-0.1916453,-0.06246356,-0.26674092,-0.013309576,2
-0.04087783,-0.19966269,0.8684926,0.26018202,-0.033609368,0.018239893,0.016029995,-0.3173274,-0.50886565,-0.36338267,-0.31657106,-0.3883693,0.0055491924,0.003804274,-0.34046394,-0.5689963,-0.24333787,-0.11047518,-0.10414681,-0.22711456,-0.24823815,-0.026508477,-0.0075235334,-0.022282584,-0.014014475,-0.024430187,-1.2425824,2.0081568,0.014397461,-0.008100497,-0.44863343,-0.021872338,0.052901715,-0.30413163,-0.35772473,-0.25792497,-0.32354274,-0.14649881,-0.33268258,0.00024135225,0.0098328255,-0.4749081,-0.13764404,-0.10163137,0.46372497,-0.0050718263,2
0.031247545,-0.19145736,-0.27898857,-0.089979514,-0.16745272,-0.038763504,0.04223928,-0.24990731,2.0314546,-0.25955564,-0.30894715,-0.39238977,-0.010549489,-0.017328843,-0.33059144,5.4495068,-0.31918636,-0.105811894,-0.08163032,-0.21017106,-0.33642453,-0.008884203,-0.0078986455,-0.038394842,-0.07269865,0.016536241,0.85973215,-0.5932403,0.043474674,-0.022481605,-0.4229299,-0.008728441,0.035559088,-0.26280385,-0.28903997,-0.3016135,-0.26598838,-0.19581684,-0.29523942,-0.03694268,-0.023966607,-0.42161214,-0.21294576,-0.09395423,-0.39508063,-0.022749621,2
-0.032465536,-0.19774586,-0.36908242,-0.09813313,-0.1000625,-0.06407152,0.0024827085,-0.28329977,-0.47902825,-0.3205372,-0.31815135,-0.37292993,-0.01890385,-0.011807222,-0.33116373,-0.49822178,-0.30678374,-0.09848196,-0.118891194,-0.24011202,-0.25656378,-0.010732931,0.0070007807,-0.0086943265,-0.035251454,0.013174562,0.8812553,-0.5391915,0.017073106,-0.029641077,-0.44344687,0.007778883,0.017108865,-0.2871248,-0.29996812,-0.24166396,-0.2895472,-0.21769884,-0.30465373,-0.014270682,-0.010133081,-0.34254178,-0.19862124,-0.07977864,0.1638311,-0.014883971,2
-0.0382363,-0.16034313,0.8455695,-0.14455487,-0.033033416,0.003991311,0.009328888,-0.29018563,-0.47819957,-0.33920914,-0.30020225,-0.36419612,0.0038559102,0.0006707534,-0.3261278,-0.53357756,-0.26473397,-0.0906773,-0.11347538,-0.22575046,-0.24226445,-0.012282392,-0.0038739103,-0.0076101962,-0.015289585,-0.010576744,-1.1755966,1.9289024,0.017393604,-0.007666437,-0.43789482,-0.0006572306,0.04135822,-0.30646184,-0.33777863,-0.24445641,-0.314503,-0.18947844,-0.3064084,0.0056316014,0.004802838,-0.40749013,-0.1737616,-0.082144484,-0.47008187,0.00438408,11
-0.02100871,-0.18538535,-0.32781756,-0.15496878,-0.11848232,-0.0652321,0.015040855,-0.27570504,1.9664147,-0.32813352,-0.31168532,-0.39075854,-0.014796555,-0.004236819,-0.31059873,1.034253,-0.28932774,-0.1096666,-0.11123094,-0.2336491,-0.2500585,-0.013205827,0.007117073,-0.021118991,-0.015789924,0.004827289,0.87669766,-0.5429999,0.02059266,-0.026838608,-0.43705532,0.00479896,0.018830854,-0.27205634,-0.27930528,-0.2670287,-0.27335396,-0.19949463,-0.292268,-0.012776639,-0.01420856,-0.35379544,-0.22157513,-0.068454556,-0.42462468,-0.0109381005,13
-0.050804846,-0.2192806,0.80279225,0.43856585,-0.00064597465,0.0755222,0.0106258495,-0.31532007,-0.4599766,-0.3696354,-0.2970258,-0.37282968,0.0072749406,0.017483227,-0.3557595,-0.575462,-0.23423922,-0.11169555,-0.0974282,-0.20524892,-0.24638537,-0.023341745,-0.004452956,-0.0231647,-0.023130503,-0.02473848,-1.1807209,1.9418342,0.008884136,-0.0043813754,-0.44595093,-0.031952266,0.05739769,-0.2843997,-0.3521666,-0.2569435,-0.3114603,-0.17331383,-0.34009403,0.011780318,0.009707652,-0.519706,-0.17209964,-0.11486842,-0.021765545,0.004772855,2
-0.032641128,-0.19435152,-0.37118772,-0.1007956,-0.10014528,-0.058204483,0.0019646734,-0.27756575,-0.4613653,-0.32194653,-0.3060054,-0.37330556,-0.018981166,-0.009152722,-0.3285625,-0.49736717,-0.29841864,-0.0983765,-0.11593132,-0.24095103,-0.26165012,-0.015333963,0.007870593,-0.007477712,-0.039915666,0.016847948,0.86768204,-0.52775335,0.016128954,-0.026426662,-0.43576193,0.009930894,0.015887115,-0.28681737,-0.29842812,-0.23559241,-0.28268987,-0.21638131,-0.30589455,-0.013426106,-0.008882504,-0.3369456,-0.1955841,-0.07403439,0.014051132,-0.013915326,3
-0.03653394,-0.19703767,-0.35823777,-0.13596626,-0.10300096,-0.072604895,0.0026975218,-0.28309909,-0.4521288,-0.32316387,-0.30556822,-0.370807,-0.014498579,-0.006123813,-0.32983923,-0.5111687,-0.30215105,-0.09443047,-0.12233539,-0.23966455,-0.25033054,-0.010272715,0.007584925,-0.0049846135,-0.024834601,0.012113458,0.8727884,-0.5244561,0.009093545,-0.022946175,-0.44070536,0.011908252,0.014871729,-0.2747626,-0.2911651,-0.25270712,-0.277362,-0.23215646,-0.3005917,-0.0152989,-0.009698826,-0.32337448,-0.20534833,-0.08386436,-0.40310484,-0.008548687,2
-0.035898507,-0.20393625,-0.3582077,-0.13746476,-0.10548497,-0.07345246,0.0023799501,-0.285472,-0.4490035,-0.32851344,-0.31161955,-0.37276196,-0.012615154,-0.008591805,-0.33379632,-0.52155256,-0.3051661,-0.09641087,-0.12641232,-0.23827083,-0.24412858,-0.009280964,0.0073321844,-0.004464831,-0.02322219,0.011787223,0.8986358,-0.5431011,0.0072201537,-0.02561669,-0.45326146,0.009998281,0.014544204,-0.2735451,-0.29652554,-0.2620963,-0.28857666,-0.23898482,-0.30500913,-0.018677998,-0.0066571124,-0.33278537,-0.21156947,-0.084357835,-0.41164583,-0.008001965,2
-0.036909804,-0.16645192,0.8574355,-0.14582503,-0.03697118,0.0018738983,0.0106740985,-0.294284,-0.48236936,-0.34278968,-0.29929918,-0.36857277,0.004734546,0.0021992624,-0.3314496,-0.5397042,-0.26493907,-0.0920759,-0.1154605,-0.22652692,-0.24288222,-0.01412731,-0.003541307,-0.0070397127,-0.015994282,-0.010631074,-1.1894785,1.9539107,0.017577194,-0.00804433,-0.44172096,-0.0037974305,0.042546317,-0.3081806,-0.34779698,-0.2458639,-0.31814966,-0.18705347,-0.3103034,0.004788,0.0054000933,-0.42219004,-0.1738569,-0.08295742,-0.48096853,0.0046395417,11
-0.015695523,-0.1854578,-0.294849,-0.04547365,-0.13375281,-0.07792254,0.04364557,-0.29498848,2.023349,-0.30378693,-0.30640203,-0.39211297,-0.008966273,-0.009347048,-0.2989096,2.5683842,-0.19920364,-0.138816,-0.09717408,-0.253272,-0.27229038,-0.009608939,0.005984743,-0.019736968,-0.032293465,0.0051286314,0.879264,-0.56823087,0.026963,-0.032587394,-0.41518968,-0.0026476942,0.037831973,-0.28139538,-0.2800289,-0.29094225,-0.27333018,-0.18917654,-0.28220743,-0.014372482,-0.023138234,-0.34037077,-0.18006004,-0.072730035,0.39221734,-0.011727402,2
-0.0481278,-0.23231429,0.76195455,0.66866773,-0.023046536,0.05922969,0.011531693,-0.313272,-0.44878942,-0.36856276,-0.30155945,-0.36606187,0.009002376,0.019243166,-0.35398772,-0.5745797,-0.22375384,-0.11585185,-0.091900215,-0.19788927,-0.24951267,-0.022532158,-0.0072296946,-0.028588342,-0.022073872,-0.026714873,-1.1519173,1.9067242,0.0064120167,-0.0046635047,-0.43982685,-0.034706306,0.06226821,-0.28083408,-0.34365004,-0.2637469,-0.3068688,-0.16323975,-0.34640515,0.009747958,0.0067521892,-0.523972,-0.1663372,-0.1234374,0.2235324,0.0032773651,2
-0.03457943,-0.19497761,-0.35932994,-0.13071844,-0.09999102,-0.07117678,0.005656736,-0.27752912,-0.42430395,-0.3223871,-0.29843158,-0.370228,-0.016876202,-0.004145704,-0.3290713,-0.5019992,-0.30232364,-0.092821024,-0.11984861,-0.24192764,-0.2579694,-0.012608352,0.009768459,-0.006167691,-0.03060779,0.012600897,0.8711282,-0.5171426,0.008195701,-0.021261146,-0.44218335,0.010811731,0.011891939,-0.27581072,-0.2905935,-0.24283788,-0.2712084,-0.23041049,-0.30228078,-0.016157957,-0.01241226,-0.31790665,-0.20336346,-0.08255394,-0.39731807,-0.009962153,2
-0.035762597,-0.20420462,-0.35895297,-0.13659228,-0.10287462,-0.07422751,0.0029626675,-0.28146085,-0.43002298,-0.3282466,-0.3117146,-0.3735852,-0.014924696,-0.007361125,-0.33402318,-0.5218105,-0.30712783,-0.09640205,-0.1261948,-0.2405507,-0.24583974,-0.009110755,0.008714872,-0.0064617433,-0.02375273,0.01148192,0.89798385,-0.54119986,0.0073104114,-0.024245098,-0.45295328,0.0093926005,0.012866363,-0.27533567,-0.2967999,-0.25724232,-0.28611216,-0.2363279,-0.30597734,-0.018241761,-0.0068297777,-0.33087707,-0.20945439,-0.084599376,-0.40400743,-0.007562651,2
-0.0363332,-0.35459214,-0.20536098,-0.13454637,-0.12668523,-0.011372665,-0.024343984,-0.2521394,-0.4828666,-0.37683892,-0.22786337,-0.36402392,0.0012294948,-0.011654509,-0.59429157,-0.49427286,-0.18890424,0.004828796,-0.066680245,-0.2437357,-0.26945692,-0.03812396,0.06681603,0.005789425,-0.05004768,0.05622282,0.92903125,-0.44467056,0.039069016,-0.047530357,-0.5064327,-0.016232207,-0.0107270405,0.1092798,-0.011530481,0.5472333,0.09098209,0.43519276,0.11279069,-0.16557685,-0.1116547,0.09132047,0.4058449,0.117948316,0.14040214,-0.14210583,2
-0.009121437,-0.18475002,-0.29638916,-0.12931016,-0.14179479,-0.060218673,0.020751782,-0.26147005,1.9000081,-0.3115154,-0.29719794,-0.3737316,-0.01174803,-0.011445543,-0.30799556,2.615305,-0.28520483,-0.10861218,-0.10212484,-0.22756696,-0.27895814,-0.013006481,0.0012513278,-0.021851782,-0.037915908,0.0120955575,0.8428013,-0.5325531,0.025834426,-0.031533178,-0.42802846,-0.003775388,0.02172235,-0.25987998,-0.27085635,-0.27145374,-0.2622221,-0.19387463,-0.2701219,-0.02233661,-0.017294494,-0.37040052,-0.21711968,-0.07778134,-0.39410383,-0.01198008,4
-0.018089266,-0.18661553,-0.33780047,-0.15729117,-0.12075965,-0.06395885,0.015451122,-0.28011498,2.0070348,-0.3368317,-0.31177425,-0.3963777,-0.01643366,-0.0025921594,-0.3108449,1.0674783,-0.29933935,-0.11106929,-0.11070132,-0.23547915,-0.25856614,-0.014742945,0.0066653388,-0.023088742,-0.016073894,0.004720334,0.8952555,-0.55722994,0.02261961,-0.025993967,-0.4451566,0.005655475,0.01796275,-0.2736655,-0.2835449,-0.2746444,-0.27582973,-0.19931534,-0.29893553,-0.011785773,-0.011803499,-0.35914496,-0.22636977,-0.070358366,-0.4362498,-0.012422126,13
-0.035099596,-0.20500112,-0.3625163,-0.13632184,-0.10459016,-0.074640244,0.0030908622,-0.2851385,-0.43539518,-0.32962126,-0.3109731,-0.3758419,-0.014369534,-0.007394446,-0.33429086,-0.52135736,-0.3084825,-0.09650968,-0.12599005,-0.24098293,-0.24903694,-0.010368889,0.007892589,-0.005981479,-0.025126569,0.012229105,0.9039246,-0.54570115,0.007298507,-0.023945937,-0.4531945,0.009834457,0.012573047,-0.27623326,-0.2985965,-0.2592851,-0.28703928,-0.23882283,-0.30728942,-0.01809992,-0.006446874,-0.33229163,-0.21129933,-0.085268214,-0.4081586,-0.008014346,2
-0.037671335,-0.09819679,-0.279451,-0.08084041,-0.09281603,-0.07117526,0.07503508,-0.28585154,1.8195254,-0.29892993,-0.3378145,-0.33743405,-0.015028983,-0.031616364,-0.20115484,2.0231042,-0.14002408,-0.12382214,-0.051686045,-0.302184,-0.312858,-0.009191088,0.0038461844,-0.037921593,-0.016559392,0.011075774,0.8364571,-0.4743752,0.021510348,-0.011173321,-0.45290965,-0.023367744,0.03145122,-0.16196938,-0.24918959,-0.044564754,-0.1997886,0.0716797,-0.13888769,0.0052461848,0.018677205,-0.0736934,0.083333716,-0.045312405,1.8115325,0.0058375504,2
-0.03769134,-0.196497,-0.35872927,-0.1338652,-0.100262076,-0.07310882,0.0039211493,-0.2783302,-0.43714666,-0.32432365,-0.30545032,-0.37042177,-0.016485594,-0.004309207,-0.33043593,-0.5115844,-0.30580455,-0.09303956,-0.122218624,-0.24059637,-0.25418922,-0.009417465,0.008818035,-0.006383095,-0.025191419,0.011507465,0.87506354,-0.5220061,0.008603496,-0.021632541,-0.44304338,0.010073371,0.013854703,-0.2751689,-0.29167992,-0.24661797,-0.2764648,-0.22923182,-0.3016231,-0.0148080895,-0.011365625,-0.32070887,-0.2044988,-0.08499497,-0.3975337,-0.008759569,2
-0.03832023,-0.16821086,0.86474216,-0.13288936,-0.018479016,0.02367555,0.011921066,-0.29822493,-0.48940337,-0.345735,-0.29747656,-0.36662042,0.0061183367,0.0035030618,-0.3336084,-0.5445928,-0.26629725,-0.09357914,-0.11324972,-0.22607014,-0.23823544,-0.015304427,-0.002487325,-0.0065218136,-0.01583846,-0.011862767,-1.1987076,1.9675335,0.017836235,-0.0065277927,-0.44460267,-0.0061518997,0.042200208,-0.3101664,-0.35344568,-0.2478743,-0.3188423,-0.18457659,-0.3140121,0.0036954563,0.00846171,-0.43311548,-0.17130393,-0.084298536,-0.48207265,0.0038804952,11
-0.03962127,-0.20658669,0.81607914,0.36893946,-0.022801172,0.036178235,0.018690541,-0.31429237,-0.4803614,-0.36257005,-0.30580378,-0.38067263,0.0041444767,0.0030912831,-0.32875413,-0.55691075,-0.21221444,-0.113843024,-0.09214767,-0.2223177,-0.23827136,-0.024173077,-0.0097098425,-0.028844163,-0.014595724,-0.031619795,-1.1867837,1.9172434,0.014074521,-0.0077838097,-0.431205,-0.026106093,0.056064323,-0.284903,-0.34599257,-0.25061882,-0.30654752,-0.12975459,-0.33005878,0.0058911275,0.012180958,-0.46855986,-0.12278353,-0.10125193,0.73456407,-0.0050800964,2
-0.022151325,-0.1844638,-0.32755435,-0.15671693,-0.122518934,-0.06705938,0.011827257,-0.27588427,1.9582105,-0.33560652,-0.3071633,-0.38860556,-0.015983773,-0.005642807,-0.30613357,1.0664598,-0.2909274,-0.11035888,-0.11296007,-0.24006459,-0.25264588,-0.009890564,0.007837822,-0.021578344,-0.016449302,0.0048507825,0.88126564,-0.5441795,0.02157867,-0.029104944,-0.4415956,0.0038889237,0.01923478,-0.27089834,-0.28008008,-0.2701756,-0.2720803,-0.1986686,-0.28667492,-0.012087765,-0.013592244,-0.35594475,-0.22097196,-0.06892614,-0.42288965,-0.009526226,13
-0.026271377,-0.15490597,-0.3145765,-0.09991098,-0.09634255,-0.07015565,0.052587133,-0.2924351,1.9613231,-0.30484837,-0.31408745,-0.37009174,-0.01752345,-0.021576721,-0.23588818,1.378881,-0.13539287,-0.14365828,-0.0865658,-0.29420048,-0.2675712,-0.001029724,0.00832668,-0.027111676,-0.011736482,0.0060304143,0.9200859,-0.59511095,0.022168871,-0.027882466,-0.42250967,-0.0066848174,0.03140329,-0.22756848,-0.27202338,-0.19980374,-0.26036316,-0.08555058,-0.22544757,-0.0031982418,-0.0053686947,-0.21173884,-0.059206635,-0.046989534,1.2471834,-0.005917819,2
-0.034699686,-0.15139183,0.8605104,-0.11858525,-0.05594503,-0.024714764,0.007984409,-0.2885941,-0.48797405,-0.34041822,-0.3088562,-0.37080705,0.0026223194,-0.0008838177,-0.3236452,-0.5341714,-0.27361217,-0.08862646,-0.115373224,-0.22758402,-0.24769223,-0.01320615,-0.0044066636,-0.0069807917,-0.017709507,-0.0093239695,-1.1928368,1.9554378,0.015573839,-0.01052678,-0.4397117,0.00077928975,0.04029988,-0.3094916,-0.34134766,-0.24638626,-0.31736547,-0.18451652,-0.30982223,0.0062848795,0.0023947004,-0.40559816,-0.17050143,-0.07960009,-0.44121104,0.00095968414,11
-0.017778128,-0.18583211,-0.33192313,-0.15349609,-0.1239986,-0.06236301,0.014471223,-0.27834728,1.9750361,-0.33753413,-0.306015,-0.39015567,-0.015421807,-0.0036187973,-0.30767095,1.068821,-0.2990534,-0.11200942,-0.10959625,-0.23514718,-0.26110804,-0.013916707,0.0069877477,-0.021980476,-0.017460894,0.0051901694,0.88552696,-0.55146,0.02180707,-0.028460022,-0.4454856,0.004937988,0.018921472,-0.27136138,-0.28027636,-0.2749711,-0.27355486,-0.19883576,-0.29439533,-0.0129643185,-0.0130352015,-0.35827997,-0.22715724,-0.07189207,-0.43193555,-0.013011773,13
-0.025426695,-0.22763395,-0.3998669,-0.12559226,-0.12614039,-0.07860018,0.0065452103,-0.31475037,1.0116149,-0.32907015,-0.35879415,-0.39920622,-0.017502114,-0.010062162,-0.3607134,0.41044146,-0.34952956,-0.12396851,-0.120391846,-0.24315,-0.27289817,-0.007046184,0.01755562,-0.021631587,-0.014624154,0.013891974,1.0066509,-0.64907897,0.028719194,-0.030062947,-0.4800719,0.001132194,0.015542357,-0.32269332,-0.29604024,-0.29207474,-0.29884526,-0.19394949,-0.330138,-0.0023214407,-0.006323641,-0.41986486,-0.23109692,-0.08643816,0.5596405,-0.025223177,2
-0.036155432,-0.1651777,0.83581716,-0.079176,-0.034054853,0.0010572709,0.012578481,-0.29004988,-0.48249245,-0.33465397,-0.30334407,-0.36559194,0.0035165679,-0.0021134429,-0.32299852,-0.5278722,-0.26265195,-0.09200826,-0.11048642,-0.22247094,-0.23928738,-0.015530617,-0.00642705,-0.008978972,-0.014947746,-0.013070437,-1.1637622,1.9027973,0.017640697,-0.009435821,-0.4364636,-0.0014627315,0.043952882,-0.30814496,-0.33594736,-0.24655195,-0.31737062,-0.17316595,-0.3068549,0.00015027821,0.0030936822,-0.39777207,-0.15409455,-0.080045655,-0.079914644,-0.0026513198,10
-0.035401586,-0.17360947,0.8869026,-0.0130814575,-0.038631804,-0.006507851,0.017899062,-0.3153792,-0.51886886,-0.35447386,-0.3166751,-0.39047587,0.0003030505,-0.006429417,-0.31719536,-0.5352241,-0.25251916,-0.09582582,-0.10351345,-0.23046167,-0.24293822,-0.022284918,-0.010294768,-0.014444385,-0.011337165,-0.020183397,-1.2372779,1.9939119,0.020994626,-0.008182919,-0.44108516,-0.0025567934,0.046793684,-0.30281827,-0.34263903,-0.25533623,-0.3225389,-0.14017458,-0.31215024,0.004347589,0.006610714,-0.397564,-0.11956009,-0.076086015,0.5803199,-0.008683959,2
-0.036080193,-0.21880886,-0.33356282,-0.060226295,-0.10335949,-0.03907816,0.022418361,-0.2831551,0.007928147,-0.31202722,-0.33030403,-0.37095743,-0.026758896,-0.02990649,-0.3246712,-0.18705457,-0.19985044,-0.12135983,-0.11105865,-0.251492,-0.25032192,0.0018328833,0.0027216207,-0.02096017,-0.02949234,0.0065370556,0.90513325,-0.56070536,0.018359018,-0.030487996,-0.46435684,0.00016025454,0.008088887,-0.2653497,-0.2839821,-0.24048018,-0.31183246,-0.19704567,-0.2945997,-0.029289808,-0.014759302,-0.34566364,-0.17120172,-0.06732411,1.0527437,-0.019597821,2
